number,incident_state,active,made_sla,caller_id,opened_at,sys_updated_at,category,subcategory,impact,priority,assigned_to,knowledge,closed_code,resolved_by,resolved_at,closed_at
INC0012607,Awaiting User Info,TRUE,TRUE,Caller 502,07-03-2016 13:06,08-03-2016 16:05,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,?,TRUE,code 6,Resolved by 103,09-03-2016 17:49,24-03-2016 18:41
INC0012608,Resolved,TRUE,TRUE,Caller 502,07-03-2016 13:06,09-03-2016 17:49,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,?,TRUE,code 6,Resolved by 103,09-03-2016 17:49,24-03-2016 18:41
INC0012609,Closed,FALSE,TRUE,Caller 502,07-03-2016 13:06,24-03-2016 18:41,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,?,TRUE,code 6,Resolved by 103,09-03-2016 17:49,24-03-2016 18:41
INC0012624,New,TRUE,TRUE,Caller 3973,07-03-2016 13:12,07-03-2016 13:16,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 58,TRUE,code 6,Resolved by 53,08-03-2016 14:35,23-05-2016 11:07
INC0012625,Resolved,TRUE,TRUE,Caller 3973,07-03-2016 13:12,08-03-2016 14:35,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 58,TRUE,code 6,Resolved by 53,08-03-2016 14:35,23-05-2016 11:07
INC0012627,Closed,FALSE,FALSE,Caller 3973,07-03-2016 13:12,23-05-2016 11:07,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 58,TRUE,code 6,Resolved by 53,08-03-2016 14:35,23-05-2016 11:07
INC0012628,New,TRUE,TRUE,Caller 874,07-03-2016 13:12,07-03-2016 13:14,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 170,TRUE,code 9,Resolved by 153,09-03-2016 16:54,24-03-2016 18:41
INC0012629,Active,TRUE,TRUE,Caller 874,07-03-2016 13:12,09-03-2016 08:29,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 170,TRUE,code 9,Resolved by 153,09-03-2016 16:54,24-03-2016 18:41
INC0012630,Awaiting User Info,TRUE,TRUE,Caller 874,07-03-2016 13:12,09-03-2016 08:31,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 170,TRUE,code 9,Resolved by 153,09-03-2016 16:54,24-03-2016 18:41
INC0012631,Resolved,TRUE,TRUE,Caller 874,07-03-2016 13:12,09-03-2016 16:54,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 170,TRUE,code 9,Resolved by 153,09-03-2016 16:54,24-03-2016 18:41
INC0012632,Closed,FALSE,FALSE,Caller 874,07-03-2016 13:12,24-03-2016 18:41,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 170,TRUE,code 9,Resolved by 153,09-03-2016 16:54,24-03-2016 18:41
INC0012633,New,TRUE,TRUE,Caller 2283,07-03-2016 13:12,07-03-2016 13:12,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,?,TRUE,code 7,Resolved by 66,07-03-2016 13:19,24-03-2016 18:41
INC0012634,Resolved,TRUE,TRUE,Caller 2283,07-03-2016 13:12,07-03-2016 13:19,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,?,TRUE,code 7,Resolved by 66,07-03-2016 13:19,24-03-2016 18:41
INC0012637,Closed,FALSE,TRUE,Caller 2283,07-03-2016 13:12,24-03-2016 18:41,Application/DB Access,Provide access on XYZ Database/application,3 - Low,4 - Low,?,TRUE,code 7,Resolved by 66,07-03-2016 13:19,24-03-2016 18:41
INC0012639,Awaiting User Info,TRUE,TRUE,Caller 2783,07-03-2016 13:14,07-03-2016 17:39,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 182,TRUE,code 8,Resolved by 165,09-03-2016 10:57,24-03-2016 18:41
INC0012640,Resolved,TRUE,TRUE,Caller 2783,07-03-2016 13:14,09-03-2016 10:57,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 182,TRUE,code 8,Resolved by 165,09-03-2016 10:57,24-03-2016 18:41
INC0012642,Closed,FALSE,FALSE,Caller 2783,07-03-2016 13:14,24-03-2016 18:41,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 182,TRUE,code 8,Resolved by 165,09-03-2016 10:57,24-03-2016 18:41
INC0012643,Active,TRUE,TRUE,Caller 220,07-03-2016 13:14,07-03-2016 13:14,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,?,Resolved by 3,11-04-2016 14:29,16-04-2016 15:07
INC0012663,Active,TRUE,TRUE,Caller 1994,07-03-2016 13:20,07-03-2016 13:49,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 33,TRUE,code 7,Resolved by 15,09-03-2016 14:45,24-03-2016 18:41
INC0012664,Resolved,TRUE,TRUE,Caller 1994,07-03-2016 13:20,09-03-2016 14:45,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 17,TRUE,code 7,Resolved by 15,09-03-2016 14:45,24-03-2016 18:41
INC0012666,Closed,FALSE,FALSE,Caller 1994,07-03-2016 13:20,24-03-2016 18:41,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 17,TRUE,code 7,Resolved by 15,09-03-2016 14:45,24-03-2016 18:41
INC0012668,New,TRUE,TRUE,Caller 1263,07-03-2016 13:22,07-03-2016 13:22,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 15,09-03-2016 11:56,24-03-2016 18:41
INC0012670,Active,TRUE,TRUE,Caller 1263,07-03-2016 13:22,07-03-2016 13:27,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 15,09-03-2016 11:56,24-03-2016 18:41
INC0012672,Resolved,TRUE,TRUE,Caller 1263,07-03-2016 13:22,09-03-2016 11:56,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 17,TRUE,code 7,Resolved by 15,09-03-2016 11:56,24-03-2016 18:41
INC0012673,Closed,FALSE,FALSE,Caller 1263,07-03-2016 13:22,24-03-2016 18:41,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 17,TRUE,code 7,Resolved by 15,09-03-2016 11:56,24-03-2016 18:41
INC0012688,New,TRUE,TRUE,Caller 3257,07-03-2016 13:26,07-03-2016 13:26,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 7,Resolved by 50,11-03-2016 15:59,24-03-2016 18:50
INC0012691,Active,TRUE,TRUE,Caller 3257,07-03-2016 13:26,08-03-2016 12:13,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 53,TRUE,code 7,Resolved by 50,11-03-2016 15:59,24-03-2016 18:50
INC0012692,Resolved,TRUE,TRUE,Caller 3257,07-03-2016 13:26,11-03-2016 15:59,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 53,TRUE,code 7,Resolved by 50,11-03-2016 15:59,24-03-2016 18:50
INC0012694,Closed,FALSE,FALSE,Caller 3257,07-03-2016 13:26,24-03-2016 18:50,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 53,TRUE,code 7,Resolved by 50,11-03-2016 15:59,24-03-2016 18:50
INC0012699,New,TRUE,TRUE,Caller 1612,07-03-2016 13:29,07-03-2016 13:35,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 31,TRUE,code 6,Resolved by 30,11-03-2016 18:28,24-03-2016 18:50
INC0012700,Resolved,TRUE,TRUE,Caller 1612,07-03-2016 13:29,11-03-2016 18:28,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 31,TRUE,code 6,Resolved by 30,11-03-2016 18:28,24-03-2016 18:50
INC0012702,Closed,FALSE,FALSE,Caller 1612,07-03-2016 13:29,24-03-2016 18:50,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 31,TRUE,code 6,Resolved by 30,11-03-2016 18:28,24-03-2016 18:50
INC0012724,Active,TRUE,TRUE,Caller 2890,07-03-2016 13:32,07-03-2016 13:40,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 6,Resolved by 76,09-03-2016 13:19,24-03-2016 18:41
INC0012742,Active,TRUE,TRUE,Caller 1803,07-03-2016 13:34,07-03-2016 13:40,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 11,Resolved by 117,08-03-2016 12:00,24-03-2016 18:41
INC0012796,Active,TRUE,TRUE,Caller 19,07-03-2016 13:44,07-03-2016 13:44,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 6,Resolved by 151,17-03-2016 09:18,24-03-2016 18:59
INC0012799,Resolved,TRUE,TRUE,Caller 19,07-03-2016 13:44,17-03-2016 09:18,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 168,TRUE,code 6,Resolved by 151,17-03-2016 09:18,24-03-2016 18:59
INC0012800,Closed,FALSE,FALSE,Caller 19,07-03-2016 13:44,24-03-2016 18:59,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 168,TRUE,code 6,Resolved by 151,17-03-2016 09:18,24-03-2016 18:59
INC0012801,Active,TRUE,TRUE,Caller 2032,07-03-2016 13:44,07-03-2016 13:54,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 6,Resolved by 231,09-03-2016 15:02,24-03-2016 18:41
INC0012802,Resolved,TRUE,TRUE,Caller 2032,07-03-2016 13:44,09-03-2016 15:02,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 253,TRUE,code 6,Resolved by 231,09-03-2016 15:02,24-03-2016 18:41
INC0012803,Closed,FALSE,FALSE,Caller 2032,07-03-2016 13:44,24-03-2016 18:41,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 253,TRUE,code 6,Resolved by 231,09-03-2016 15:02,24-03-2016 18:41
INC0012829,New,TRUE,TRUE,Caller 5460,07-03-2016 13:47,07-03-2016 13:53,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 9,Resolved by 215,08-03-2016 14:07,24-03-2016 18:41
INC0012831,Resolved,TRUE,TRUE,Caller 5460,07-03-2016 13:47,08-03-2016 14:07,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 9,Resolved by 215,08-03-2016 14:07,24-03-2016 18:41
INC0012832,Closed,FALSE,FALSE,Caller 5460,07-03-2016 13:47,24-03-2016 18:41,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 9,Resolved by 215,08-03-2016 14:07,24-03-2016 18:41
INC0012837,New,TRUE,TRUE,Caller 3138,07-03-2016 13:50,07-03-2016 13:50,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 9,Resolved by 103,07-03-2016 13:55,24-03-2016 18:41
INC0012839,Resolved,TRUE,TRUE,Caller 3138,07-03-2016 13:50,07-03-2016 13:55,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 9,Resolved by 103,07-03-2016 13:55,24-03-2016 18:41
INC0012840,Closed,FALSE,FALSE,Caller 3138,07-03-2016 13:50,24-03-2016 18:41,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 9,Resolved by 103,07-03-2016 13:55,24-03-2016 18:41
INC0012843,Active,TRUE,TRUE,Caller 1060,07-03-2016 13:50,07-03-2016 13:54,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 9,Resolved by 215,09-03-2016 10:00,24-03-2016 18:41
INC0012844,Resolved,TRUE,TRUE,Caller 1060,07-03-2016 13:50,09-03-2016 10:00,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 236,TRUE,code 9,Resolved by 215,09-03-2016 10:00,24-03-2016 18:41
INC0012845,Closed,FALSE,FALSE,Caller 1060,07-03-2016 13:50,24-03-2016 18:41,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 236,TRUE,code 9,Resolved by 215,09-03-2016 10:00,24-03-2016 18:41
INC0012846,Active,TRUE,TRUE,Caller 2032,07-03-2016 13:51,07-03-2016 13:54,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 6,Resolved by 231,09-03-2016 14:58,24-03-2016 18:41
INC0012847,Resolved,TRUE,TRUE,Caller 2032,07-03-2016 13:51,09-03-2016 14:58,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 253,TRUE,code 6,Resolved by 231,09-03-2016 14:58,24-03-2016 18:41
INC0012848,Closed,FALSE,FALSE,Caller 2032,07-03-2016 13:51,24-03-2016 18:41,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,Resolver 253,TRUE,code 6,Resolved by 231,09-03-2016 14:58,24-03-2016 18:41
INC0012850,New,TRUE,TRUE,Caller 4413,07-03-2016 13:51,07-03-2016 14:09,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 111,TRUE,code 6,Resolved by 100,09-03-2016 08:55,24-03-2016 18:41
INC0012851,Active,TRUE,TRUE,Caller 4413,07-03-2016 13:51,08-03-2016 13:41,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 111,TRUE,code 6,Resolved by 100,09-03-2016 08:55,24-03-2016 18:41
INC0012852,Awaiting User Info,TRUE,TRUE,Caller 4413,07-03-2016 13:51,08-03-2016 13:44,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 111,TRUE,code 6,Resolved by 100,09-03-2016 08:55,24-03-2016 18:41
INC0012853,Resolved,TRUE,TRUE,Caller 4413,07-03-2016 13:51,09-03-2016 08:55,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 111,TRUE,code 6,Resolved by 100,09-03-2016 08:55,24-03-2016 18:41
INC0012854,Closed,FALSE,FALSE,Caller 4413,07-03-2016 13:51,24-03-2016 18:41,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 111,TRUE,code 6,Resolved by 100,09-03-2016 08:55,24-03-2016 18:41
INC0012855,New,TRUE,TRUE,Caller 398,07-03-2016 13:52,07-03-2016 13:56,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 170,08-03-2016 02:15,24-03-2016 18:41
INC0012873,Active,TRUE,TRUE,Caller 3641,07-03-2016 13:56,07-03-2016 13:59,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 5,Resolved by 227,09-03-2016 10:15,24-03-2016 18:41
INC0012874,Resolved,TRUE,TRUE,Caller 3641,07-03-2016 13:56,09-03-2016 10:15,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 5,Resolved by 227,09-03-2016 10:15,24-03-2016 18:41
INC0012875,Closed,FALSE,FALSE,Caller 3641,07-03-2016 13:56,24-03-2016 18:41,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 249,TRUE,code 5,Resolved by 227,09-03-2016 10:15,24-03-2016 18:41
INC0012880,Active,TRUE,TRUE,Caller 2895,07-03-2016 13:56,07-03-2016 13:56,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 7,Resolved by 15,09-03-2016 11:30,14-03-2016 12:00
INC0012881,Resolved,TRUE,TRUE,Caller 2895,07-03-2016 13:56,09-03-2016 11:30,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 17,TRUE,code 7,Resolved by 15,09-03-2016 11:30,14-03-2016 12:00
INC0012882,Closed,FALSE,TRUE,Caller 2895,07-03-2016 13:56,14-03-2016 12:00,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 17,TRUE,code 7,Resolved by 15,09-03-2016 11:30,14-03-2016 12:00
INC0012896,Active,TRUE,TRUE,Caller 5121,07-03-2016 14:00,07-03-2016 14:03,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 7,Resolved by 15,09-03-2016 13:01,24-03-2016 18:41
INC0012902,New,TRUE,TRUE,Caller 3586,07-03-2016 14:00,07-03-2016 14:03,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 69,TRUE,code 6,Resolved by 62,23-03-2016 09:26,28-03-2016 09:59
INC0012903,Active,TRUE,TRUE,Caller 3586,07-03-2016 14:00,07-03-2016 21:03,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 126,TRUE,code 6,Resolved by 62,23-03-2016 09:26,28-03-2016 09:59
INC0012904,Awaiting User Info,TRUE,TRUE,Caller 3586,07-03-2016 14:00,22-03-2016 15:40,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 69,TRUE,code 6,Resolved by 62,23-03-2016 09:26,28-03-2016 09:59
INC0012908,Resolved,TRUE,TRUE,Caller 3586,07-03-2016 14:00,23-03-2016 09:26,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 69,TRUE,code 6,Resolved by 62,23-03-2016 09:26,28-03-2016 09:59
INC0012909,Closed,FALSE,FALSE,Caller 3586,07-03-2016 14:00,28-03-2016 09:59,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 69,TRUE,code 6,Resolved by 62,23-03-2016 09:26,28-03-2016 09:59
INC0012919,Active,TRUE,TRUE,Caller 1158,07-03-2016 14:04,07-03-2016 14:04,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 7,Resolved by 15,09-03-2016 11:38,24-03-2016 18:41
INC0012925,Active,TRUE,TRUE,Caller 91,07-03-2016 14:04,07-03-2016 14:09,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 6,Resolved by 15,09-03-2016 14:21,24-03-2016 18:41
INC0012927,Resolved,TRUE,TRUE,Caller 91,07-03-2016 14:04,09-03-2016 14:21,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 15,09-03-2016 14:21,24-03-2016 18:41
INC0012928,Closed,FALSE,FALSE,Caller 91,07-03-2016 14:04,24-03-2016 18:41,HR Services,Please change the manager details due to change in project,2 - Medium,3 - Moderate,?,TRUE,code 6,Resolved by 15,09-03-2016 14:21,24-03-2016 18:41
INC0012947,New,TRUE,TRUE,Caller 3175,07-03-2016 14:07,07-03-2016 14:17,Internal IT,Application license is about to expiry,2 - Medium,3 - Moderate,Resolver 159,TRUE,code 1,Resolved by 143,09-03-2016 17:07,24-03-2016 18:41
INC0012966,Active,TRUE,TRUE,Caller 456,07-03-2016 14:10,07-03-2016 14:10,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 16,Resolved by 209,01-04-2016 12:21,06-04-2016 12:59
INC0013006,Active,TRUE,TRUE,Caller 4729,07-03-2016 14:19,07-03-2016 14:23,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 6,Resolved by 153,21-03-2016 16:01,26-03-2016 16:59
INC0013007,Awaiting User Info,TRUE,TRUE,Caller 4729,07-03-2016 14:19,09-03-2016 17:09,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 170,TRUE,code 6,Resolved by 153,21-03-2016 16:01,26-03-2016 16:59
INC0013008,Resolved,TRUE,TRUE,Caller 4729,07-03-2016 14:19,21-03-2016 16:01,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 170,TRUE,code 6,Resolved by 153,21-03-2016 16:01,26-03-2016 16:59
INC0013009,Closed,FALSE,FALSE,Caller 4729,07-03-2016 14:19,26-03-2016 16:59,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 170,TRUE,code 6,Resolved by 153,21-03-2016 16:01,26-03-2016 16:59
INC0013010,Active,TRUE,TRUE,Caller 2102,07-03-2016 14:19,07-03-2016 14:19,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 6,Resolved by 220,23-03-2016 15:35,28-03-2016 15:59
INC0013012,Resolved,TRUE,TRUE,Caller 2102,07-03-2016 14:19,23-03-2016 15:35,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 241,TRUE,code 6,Resolved by 220,23-03-2016 15:35,28-03-2016 15:59
INC0013013,Closed,FALSE,FALSE,Caller 2102,07-03-2016 14:19,28-03-2016 15:59,Application/DB Access,Provide access on XYZ Database/application,2 - Medium,3 - Moderate,Resolver 241,TRUE,code 6,Resolved by 220,23-03-2016 15:35,28-03-2016 15:59
INC0013014,Active,TRUE,TRUE,Caller 19,07-03-2016 14:20,07-03-2016 14:25,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 9,Resolved by 22,08-03-2016 08:26,24-03-2016 18:41
INC0013031,Active,TRUE,TRUE,Caller 1016,07-03-2016 14:23,07-03-2016 14:27,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 135,TRUE,code 11,Resolved by 121,07-03-2016 16:28,24-03-2016 18:41
INC0013033,Resolved,TRUE,TRUE,Caller 1016,07-03-2016 14:23,07-03-2016 16:28,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 135,TRUE,code 11,Resolved by 121,07-03-2016 16:28,24-03-2016 18:41
INC0013034,Closed,FALSE,FALSE,Caller 1016,07-03-2016 14:23,24-03-2016 18:41,Hardware,Request for new laptop/monitor setup,2 - Medium,3 - Moderate,Resolver 135,TRUE,code 11,Resolved by 121,07-03-2016 16:28,24-03-2016 18:41
INC0013046,New,TRUE,TRUE,Caller 3830,07-03-2016 14:25,07-03-2016 14:32,Admin,Office interanal hardware equipment issue,2 - Medium,3 - Moderate,Resolver 31,TRUE,code 6,Resolved by 30,16-03-2016 09:49,24-03-2016 18:59
INC0013047,Active,TRUE,TRUE,Caller 3830,07-03-2016 14:25,08-03-2016 15:40,Admin,Office interanal hardware equipment issue,2 - Medium,3 - Moderate,Resolver 31,TRUE,code 6,Resolved by 30,16-03-2016 09:49,24-03-2016 18:59
INC0013048,Resolved,TRUE,TRUE,Caller 3830,07-03-2016 14:25,16-03-2016 09:49,Admin,Office interanal hardware equipment issue,2 - Medium,3 - Moderate,Resolver 31,TRUE,code 6,Resolved by 30,16-03-2016 09:49,24-03-2016 18:59
INC0013049,Closed,FALSE,FALSE,Caller 3830,07-03-2016 14:25,24-03-2016 18:59,Admin,Office interanal hardware equipment issue,2 - Medium,3 - Moderate,Resolver 31,TRUE,code 6,Resolved by 30,16-03-2016 09:49,24-03-2016 18:59
INC0013055,Active,TRUE,TRUE,Caller 1442,07-03-2016 14:27,07-03-2016 14:31,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 6,Resolved by 212,09-03-2016 09:46,24-03-2016 18:41
INC0013061,Active,TRUE,TRUE,Caller 3098,07-03-2016 14:29,07-03-2016 14:33,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 11,Resolved by 117,08-03-2016 11:59,24-03-2016 18:41
INC0013062,Resolved,TRUE,TRUE,Caller 3098,07-03-2016 14:29,08-03-2016 11:59,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 130,TRUE,code 11,Resolved by 117,08-03-2016 11:59,24-03-2016 18:41
INC0013063,Closed,FALSE,FALSE,Caller 3098,07-03-2016 14:29,24-03-2016 18:41,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 130,TRUE,code 11,Resolved by 117,08-03-2016 11:59,24-03-2016 18:41
INC0013064,Active,TRUE,TRUE,Caller 4764,07-03-2016 14:30,07-03-2016 14:34,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 6,Resolved by 108,08-03-2016 09:07,24-03-2016 18:41
INC0013068,Active,TRUE,TRUE,Caller 3858,07-03-2016 14:33,07-03-2016 14:33,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 1,Resolved by 133,07-03-2016 15:54,24-03-2016 18:41
INC0013071,Resolved,TRUE,TRUE,Caller 3858,07-03-2016 14:33,07-03-2016 15:54,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 149,TRUE,code 1,Resolved by 133,07-03-2016 15:54,24-03-2016 18:41
INC0013072,Closed,FALSE,FALSE,Caller 3858,07-03-2016 14:33,24-03-2016 18:41,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 149,TRUE,code 1,Resolved by 133,07-03-2016 15:54,24-03-2016 18:41
INC0013073,New,TRUE,TRUE,Caller 3769,07-03-2016 14:33,07-03-2016 14:37,Admin,Office interanal hardware equipment issue,2 - Medium,3 - Moderate,Resolver 69,TRUE,code 6,Resolved by 62,14-03-2016 11:03,24-03-2016 18:50
INC0013074,Resolved,TRUE,TRUE,Caller 3769,07-03-2016 14:33,14-03-2016 11:03,Admin,Office interanal hardware equipment issue,2 - Medium,3 - Moderate,Resolver 69,TRUE,code 6,Resolved by 62,14-03-2016 11:03,24-03-2016 18:50
INC0013077,Closed,FALSE,FALSE,Caller 3769,07-03-2016 14:33,24-03-2016 18:50,Admin,Office interanal hardware equipment issue,2 - Medium,3 - Moderate,Resolver 69,TRUE,code 6,Resolved by 62,14-03-2016 11:03,24-03-2016 18:50
INC0013079,Active,TRUE,TRUE,Caller 1496,07-03-2016 14:33,07-03-2016 14:41,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 7,Resolved by 15,09-03-2016 14:20,24-03-2016 18:41
INC0013088,Active,TRUE,TRUE,Caller 2414,07-03-2016 14:36,07-03-2016 14:36,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 7,Resolved by 15,09-03-2016 11:41,14-03-2016 12:00
INC0013090,Resolved,TRUE,TRUE,Caller 2414,07-03-2016 14:36,09-03-2016 11:41,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 17,TRUE,code 7,Resolved by 15,09-03-2016 11:41,14-03-2016 12:00
INC0013092,Closed,FALSE,TRUE,Caller 2414,07-03-2016 14:36,14-03-2016 12:00,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 17,TRUE,code 7,Resolved by 15,09-03-2016 11:41,14-03-2016 12:00
INC0013094,Active,TRUE,TRUE,Caller 345,07-03-2016 14:37,07-03-2016 14:40,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 6,Resolved by 11,18-03-2016 15:05,24-03-2016 18:59
INC0013104,Active,TRUE,TRUE,Caller 3330,07-03-2016 14:42,07-03-2016 14:42,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 6,Resolved by 180,04-04-2016 08:35,09-04-2016 08:59
INC0013108,Active,TRUE,TRUE,Caller 5429,07-03-2016 14:42,07-03-2016 14:47,Admin,Office stationary required for project team ,2 - Medium,3 - Moderate,Resolver 192,TRUE,code 6,Resolved by 53,14-03-2016 10:08,24-03-2016 18:50
